instrument,obj_a,gaia_a,obj_b,gaia_b,rv_diff,rv_sigma,ra_a,ra_error_a,dec_a,dec_error_a,parallax_a,parallax_error_a,pmra_a,pmra_error_a,pmdec_a,pmdec_error_a,ra_b,ra_error_b,dec_b,dec_error_b,parallax_b,parallax_error_b,pmra_b,pmra_error_b,pmdec_b,pmdec_error_b,gaia_rv_a,gaia_rv_err_a,gaia_rv_b,gaia_rv_err_b,mass_flame_a,mass_flame_b,mass_flame_a_lower,mass_flame_a_upper,mass_flame_b_lower,mass_flame_b_upper,teff_a,teff_b,logg_a,logg_b,mh_a,mh_b,mass_total_flame,mass_flame_a_err,mass_flame_b_err,mass_total_err
Mage,Star242-B,4174091454408295680,Star241-A,6643680401021447296,-3.28066,0.02267,270.4260811,0.01281487383,-4.681842135,0.01163295563,10.99508401,0.01461380161,-16.16227005,0.01558872592,4.769716547,0.0126803508,289.481098,0.01226613112,-54.69118395,0.01191216707,9.46640238,0.01554237306,-3.35191737,0.01279146131,-18.45460226,0.01188290492,-13.78230953,0.1592945158,-11.26646614,0.2059709579,1.036521315574646,1.1646287441253662,0.9949796199798584,1.0779414176940918,1.1245133876800537,1.2046781778335571,5878.5400390625,6172.36376953125,4.423600196838379,4.436999797821045,0.17000000178813934,0.07930000126361847,2.201150059700012,0.0414808988571167,0.04008239507675171,0.057682435498886096
Mage,Star244-B,5825293319323469824,Star243A,5821555284685890304,4.77576,0.02128,230.1389768,0.009818288498,-64.46234879,0.01125363819,10.56444421,0.01657450572,-78.95983344,0.008274125867,-58.51358653,0.01372383907,244.3039941,0.006271406543,-67.2456614,0.009229727089,9.625415201,0.01420115959,-61.66486583,0.007692615036,-65.21941925,0.01172626857,,,,,1.0920134782791138,1.179211974143982,1.052008032798767,1.1320189237594604,1.1392090320587158,1.2192156314849854,5908.5126953125,6190.8486328125,4.161399841308594,4.1880998611450195,-0.313400000333786,-0.16539999842643738,2.2712254524230957,0.04000544548034668,0.040003299713134766,0.0565747263008835
Mage,Star246b,6381091636756147200,Star245-a,6740764911228220288,2.04848,0.02353,351.5934318,0.009456655942,-71.7623486,0.009456864558,16.11249561,0.01221672446,-31.90068742,0.01161296759,2.664161247,0.01300048735,293.9081831,0.01583659835,-37.00273164,0.01580056176,14.63187392,0.01896344125,-4.696630923,0.01974546723,-7.600960348,0.01674334332,12.21686172,0.1658628881,16.24114227,0.3919779658,,0.8996761441230774,,,0.8589298129081726,0.9521142840385437,5292.634765625,5484.63134765625,4.471099853515625,4.4344000816345215,0.05829999968409538,0.005400000140070915,,,0.04659223556518555,
Mage,Star252b,4461273072564386816,Star251a,4461273278722817792,-0.40488,0.01291,250.6836373,0.01057991292,13.60749584,0.009300716221,15.50693277,0.01604587771,-49.0182126,0.01323372312,-153.1447777,0.0114784399,250.6820272,0.009012658149,13.61068338,0.007430892438,15.47566014,0.01362597197,-49.19357251,0.01083297096,-152.2001726,0.009180354886,-29.30868149,0.1584905237,-29.16080856,0.1499990672,0.9076955318450928,0.8386783003807068,0.8665807843208313,0.9579875469207764,0.7986782789230347,0.8786783218383789,5566.7978515625,5263.23974609375,4.384500026702881,4.47599983215332,0.019099999219179153,-0.0142000000923872,1.7463738322257996,0.045703381299972534,0.04000002145767212,0.060735498506762166
Mage,Star260b,4287378367995943680,Star259a,4499162449416966272,1.37701,0.03856,280.8158506,0.02304566093,9.041421691,0.02423566021,18.18984874,0.0303620398,40.80943868,0.02882301807,31.83057662,0.02802037075,267.4576886,0.01709112152,12.76518475,0.01553942822,13.83743975,0.02009312063,3.663194354,0.02100540511,33.92962254,0.01750337519,-36.15094757,0.1485313028,-37.29321671,0.1449176371,1.0096572637557983,1.0751477479934692,0.9696494340896606,1.0496711730957031,1.0351375341415405,1.1164134740829468,5855.0283203125,6002.32275390625,4.35099983215332,4.306000232696533,-0.19619999825954437,-0.10520000010728836,2.0848050117492676,0.04001086950302124,0.040637969970703125,0.0570290652363123
Mage,Star266b,4104278208452966912,Star265a,4269938532999515008,-2.54249,0.00644,275.8307216,0.01736848615,-14.47958237,0.01608627662,9.503956173,0.02012022398,7.993071662,0.02465876937,-14.59229511,0.01876554638,275.2834142,0.01710291952,-2.770463207,0.01618700847,8.476638631,0.02259899117,6.999444103,0.02084137872,2.164754456,0.0184342172,-41.57640839,0.6090348363,-43.10791016,0.3056649268,0.9667262434959412,0.9974783062934875,0.9261783361434937,1.0080724954605103,0.9574127793312073,1.03757643699646,5741.228515625,5648.07470703125,4.323299884796143,4.1697998046875,-0.28940001130104065,-0.6205000281333923,1.9642045497894287,0.0409470796585083,0.04008182883262634,0.05729935719646583
Mage,Star28-B,3639520621950395776,Star27-A,3639520621950395904,0.65417,0.00535,215.6612755,0.02293669991,-7.770395956,0.01673245244,23.80200676,0.02386850119,6.010003871,0.02621556632,-136.7243799,0.02055305988,215.6611387,0.02374086156,-7.768771403,0.01756436005,23.74155928,0.02531580254,10.97384826,0.02885526605,-133.8071224,0.02150904946,-32.49496078,0.1505796015,-33.29078674,0.1479227543,1.0172194242477417,1.0173016786575317,0.9772151708602905,1.0572253465652466,0.977299153804779,1.0573053359985352,5871.51220703125,5867.22314453125,4.246399879455566,4.311100006103516,-0.38429999351501465,-0.6011000275611877,2.0345211029052734,0.04000508785247803,0.04000309109687805,0.05657432590309503
Mage,Star286b,4199387544795378176,Star285a,4199387544795379968,0.48051,0.00938,286.5878711,0.01288923435,-10.71871667,0.0123549467,11.45544428,0.01523899473,-66.13188243,0.01527864672,-52.10449682,0.01281134505,286.58459,0.01286287606,-10.7200606,0.01214707084,11.41884347,0.01489193179,-66.08018697,0.01427843701,-50.81682693,0.01227729674,2.232717037,0.2024277002,2.876282454,0.2491645217,1.0185315608978271,1.0119283199310303,0.9784645438194275,1.0585999488830566,0.971846342086792,1.052002191543579,5805.72119140625,5796.38671875,4.354000091552734,4.351799964904785,-0.328000009059906,-0.3089999854564667,2.0304598808288574,0.040067702531814575,0.040077924728393555,0.056671516979103
Mage,Star290b,6868432504866186368,Star289a,6868438517820721152,-0.18207,0.01283,295.2662691,0.01359395217,-20.39789374,0.01366096083,8.486444355,0.01795496233,-57.15930807,0.01586366445,-75.38018237,0.01340360846,295.2973869,0.01402242016,-20.35901624,0.01264133677,8.512246069,0.01601240598,-56.8787462,0.01749925129,-74.91992012,0.01390021015,-11.39852428,0.1812522113,-10.78640556,0.2432949841,1.0725075006484985,1.2162156105041504,1.0323374271392822,1.112691879272461,1.1294097900390625,1.2562538385391235,5961.11083984375,6041.98193359375,4.268899917602539,4.124899864196777,-0.527400016784668,-0.6610000133514404,2.288723111152649,0.040177226066589355,0.06342202425003052,0.07507704478985096
Mage,Star292b,4193020582169053056,Star291a,4193020582174571264,0.18036,0.02277,296.1035265,0.01804830879,-11.02850483,0.01749069244,8.605331855,0.02158456855,-3.81227857,0.0216525048,-19.27662015,0.01965117641,296.1030412,0.02013862133,-11.02861206,0.01938173175,8.637501923,0.02440062538,-5.60180112,0.02463603765,-18.00038967,0.02218291163,0.4604934156,0.2437350303,-0.4670297801,0.4936423004,1.1806690692901611,1.0049278736114502,1.140609860420227,1.2207934856414795,0.9647685289382935,1.0450891256332397,6138.72998046875,5784.1806640625,4.1579999923706055,4.1774001121521,-1.4967000484466553,-1.5324000120162964,2.1855969429016113,0.04009181261062622,0.040160298347473145,0.056746832526261955
Mage,Star294b,4197023904013455872,Star293a,4197023904014523776,-0.24602,0.00918,298.3496495,0.01625158638,-6.006634323,0.01146296412,14.95061192,0.01892541349,35.02230702,0.02077605948,-6.303729758,0.01392660942,298.3417794,0.02173298597,-6.004341657,0.01600017399,14.93790886,0.0272016339,34.04328938,0.02766012214,-8.228184392,0.01957245544,-27.19655418,0.1516657621,-27.7826767,0.1388238519,0.9686014652252197,1.0555251836776733,0.9285394549369812,1.0100706815719604,1.015514612197876,1.0955365896224976,5623.33935546875,5919.86669921875,4.417699813842773,4.385799884796143,-0.19169999659061432,-0.2644999921321869,2.024126648902893,0.040765613317489624,0.04001098871231079,0.05712017548019044
Mage,Star296b,4240625896609242624,Star295a,4240626686883261184,-0.4612,0.01229,298.6072674,0.01517177001,1.940181405,0.0116521623,24.88264608,0.01955944113,-0.2159545034,0.01793021709,-269.8848202,0.01436563395,298.5622983,0.01718732156,1.942227404,0.01252509933,24.78617551,0.021439448,-1.338344389,0.01946485788,-270.2441616,0.014294778,10.01829147,0.1529525518,9.40007782,0.1298070252,0.8015483617782593,,0.7615483403205872,0.8415483832359314,,,5030.26123046875,5102.44384765625,4.512199878692627,4.494500160217285,0.20190000534057617,0.18449999392032623,,0.04000002145767212,,
Mage,Star300b,6471977336628547968,Star299a,6471977542786978688,-0.58538,0.01145,301.7100078,0.01162715256,-56.25674624,0.01400073152,12.56703995,0.01644277945,-135.9209813,0.01371270325,-109.901152,0.01996758394,301.7072819,0.01073824521,-56.25559836,0.01147935726,12.54848672,0.01513269823,-133.2174087,0.01252208557,-110.0577051,0.01528930478,15.66873837,0.2004494667,,,0.8804775476455688,0.9695316553115845,0.8404667377471924,0.9204909205436707,0.9295310974121094,1.0095359086990356,5345.37255859375,5750.373046875,4.472599983215332,4.303400039672852,-0.5468000173568726,-0.7129999995231628,1.8500092029571533,0.040012091398239136,0.040002405643463135,0.05657879386594604
Mage,Star30b,55780840513308160,Star29a,55780840513067392,-0.69626,0.024,51.06111498,0.02442015335,17.54857877,0.02022206411,7.425987769,0.02727034502,12.47685254,0.03215333447,-52.08509105,0.02442020178,51.05971193,0.02034114115,17.54934856,0.01947722211,7.387247732,0.02602814324,13.6490218,0.02664762177,-53.42095546,0.02228952385,,,36.5843277,0.1510415524,1.1579796075820923,1.350584864616394,1.085518717765808,1.1980528831481934,1.3105530738830566,1.3907078504562378,5999.18701171875,5746.22607421875,4.193900108337402,3.7244999408721924,-0.2752000093460083,-0.2912999987602234,2.5085644721984863,0.05626708269119263,0.040077388286590576,0.06908097890484512
Mage,Star302-B,6213644846302305536,Star301-A,5906633952564270848,-2.92235,0.00708,231.0101049,0.02366097458,-27.30541967,0.02360792831,37.01768784,0.02789364383,-2.341090584,0.03066121601,-44.29128619,0.02792616002,225.4717773,0.01668247767,-47.0078012,0.01746081002,38.03541194,0.0225257948,-25.64584169,0.02435337566,-73.64350795,0.02856529504,,,,,,,,,,,5352.9375,,4.43149995803833,,-0.5203999876976013,,,,,
Mage,Star302b,6472230636619614464,Star301a,6473063860275183616,-0.13214,0.01778,303.7694325,0.01126869675,-54.5003746,0.01019849442,10.35630978,0.01467082929,63.67862475,0.01413416304,-35.72702966,0.01395665575,302.6051128,0.01125422865,-54.04377009,0.01093229372,7.95622201,0.01514659822,48.42633314,0.01308925357,-28.71545321,0.01424700487,-10.59645176,0.2263113409,-10.80730915,0.219038263,1.1426973342895508,1.2442516088485718,1.1026906967163086,1.182713508605957,1.2042346000671387,1.2842665910720825,6162.21337890625,6129.23046875,4.300099849700928,4.133299827575684,-0.21250000596046448,-0.22040000557899475,2.3869489431381226,0.04001140594482422,0.040015995502471924,0.05658791833718014
Mage,Star304b,4249652990144051840,Star303a,4249652783985617920,-0.25132,0.01834,303.5401228,0.01771487109,6.588717106,0.01351874415,15.79641542,0.01985823177,-132.3503498,0.02358420752,-58.64034459,0.01743540354,303.5376647,0.01973988488,6.576949299,0.01508922689,15.84395926,0.02394536696,-129.7629838,0.02630646899,-59.66103292,0.0190909002,-0.4640723467,0.1293177158,-0.3876466453,0.1378110796,1.122205138206482,1.004819631576538,1.082192063331604,1.1622179746627808,0.9643771648406982,1.046552300453186,5859.99365234375,5669.1708984375,4.0725998878479,4.080999851226807,0.29030001163482666,0.07909999787807465,2.12702476978302,0.04001295566558838,0.041087567806243896,0.057351764134410295
Mage,Star306-B,6805776211983950080,Star305-A,6805776216277879808,1.77558,0.02028,314.2657405,0.01807540841,-24.20048126,0.008686005138,16.22062693,0.01926183328,66.6285837,0.0199351646,-120.7320236,0.01801954024,314.2651002,0.01501652878,-24.20085359,0.008062838577,16.1878132,0.01745027676,64.01092874,0.01832451299,-114.6361193,0.01607638411,,,,,,0.8373668789863586,,,0.7973668575286865,0.8773669004440308,5121.08837890625,5223.31884765625,4.482900142669678,4.432199954986572,-0.1062999963760376,-0.3580000102519989,,,0.04000002145767212,
Mage,Star306b,6673835611220171904,Star305a,6673835645579910016,-0.12811,0.00556,303.7097309,0.0135283526,-44.07390866,0.01158053055,10.72866219,0.01712622121,-37.82203198,0.01716476493,2.315023465,0.01329304185,303.7222406,0.01787607744,-44.05769265,0.01604115404,10.72451392,0.02266823128,-37.56355815,0.0213520173,1.984417395,0.01841738261,,,,,1.039229154586792,1.124880075454712,0.9992216229438782,1.0792391300201416,1.0845835208892822,1.1649175882339478,5866.50830078125,5682.89697265625,4.280099868774414,4.061600208282471,-0.5015000104904175,-0.4772999882698059,2.164109230041504,0.040008753538131714,0.040167033672332764,0.0566929532985298
Mage,Star32-B,5897785667103983616,Star31-A,5897704951769034368,-0.41637,0.01034,217.2034399,0.0129178986,-52.99143807,0.01391902752,5.645204482,0.0176124163,4.432012049,0.01886588708,-21.85068408,0.02292032354,218.3675092,0.01293831598,-52.58458709,0.01324090548,5.879769775,0.01686540805,4.944161317,0.01714669168,-22.13366305,0.01847192831,44.16986465,0.3741095662,44.62592316,0.1965379417,0.9934715628623962,0.9885701537132263,0.9532193541526794,1.0336799621582031,0.9484726190567017,1.0292654037475586,5732.39453125,5646.26123046875,4.226099967956543,4.197400093078613,-0.43709999322891235,-0.350600004196167,1.9820417165756226,0.04023030400276184,0.04039639234542847,0.05701180469587353
Mage,Star314b,6889841508084452096,Star313a,6900155614347675648,1.51305,0.00974,314.0036383,0.0145743601,-11.59654033,0.007423963863,9.925265097,0.019987965,25.00887387,0.02020603605,-25.50773938,0.01281868387,310.4788922,0.01257711928,-12.68743023,0.006794346031,9.016815785,0.01443658955,26.48208441,0.01498358976,-23.00612367,0.01222736202,14.52161217,0.1759690195,14.17988682,0.1766166091,1.1188769340515137,1.025747299194336,1.0788753032684326,1.1588791608810425,0.9854475259780884,1.0660938024520874,6106.84521484375,5874.10107421875,4.26170015335083,4.318299770355225,-0.2815999984741211,-0.21870000660419464,2.1446242332458496,0.04000192880630493,0.04032313823699951,0.05679885373407513
Mage,Star320b,6409419145097654016,Star3192,6463958151650359040,1.85049,0.01385,317.6081076,0.01472658012,-54.5746231,0.01310305763,30.03206758,0.02089958265,131.9713048,0.01928514428,-30.11176832,0.01772608235,317.6066305,0.0151395537,-54.57383951,0.01339035388,30.05997513,0.02110434882,128.3995897,0.01965892501,-21.44137801,0.01789989136,,,,,1.0185446739196777,0.9453418254852295,0.9785379767417908,1.0585509538650513,0.9053083658218384,0.9854890704154968,5825.74267578125,5598.666015625,4.336299896240234,4.4008002281188965,-0.3122999966144562,-0.16699999570846558,1.9638864994049072,0.04000648856163025,0.040090352296829224,0.05663705036736758
Mage,Star319a2,6463958151650358784,Star319a1,6463958151650359040,-1.39097,0.00546,317.6066305,0.0151395537,-54.57383951,0.01339035388,30.05997513,0.02110434882,128.3995897,0.01965892501,-21.44137801,0.01789989136,317.6081076,0.01472658012,-54.5746231,0.01310305763,30.03206758,0.02089958265,131.9713048,0.01928514428,-30.11176832,0.01772608235,,,,,0.8874082565307617,0.9453418254852295,0.8473992347717285,0.9274168014526367,0.9053083658218384,0.9854890704154968,5457.8212890625,5598.666015625,4.4421000480651855,4.4008002281188965,-0.38760000467300415,-0.16699999570846558,1.8327500820159912,0.0400087833404541,0.040090352296829224,0.05663867134447345
Mage,Star322b,6463958151650359040,Star321a,6463958151650358784,-0.93727,0.00471,317.6066305,0.0151395537,-54.57383951,0.01339035388,30.05997513,0.02110434882,128.3995897,0.01965892501,-21.44137801,0.01789989136,317.6081076,0.01472658012,-54.5746231,0.01310305763,30.03206758,0.02089958265,131.9713048,0.01928514428,-30.11176832,0.01772608235,-3.612809658,0.1350271851,-4.682344913,0.1317773908,0.9453418254852295,0.8874082565307617,0.9053083658218384,0.9854890704154968,0.8473992347717285,0.9274168014526367,5598.666015625,5457.8212890625,4.4008002281188965,4.4421000480651855,-0.16699999570846558,-0.38760000467300415,1.8327500820159912,0.040090352296829224,0.0400087833404541,0.05663867134447345
Mage,Star328b,2670687222445537152,Star327a,6899460856141456384,-0.69389,0.0278,323.9650973,0.01560987718,-6.450754978,0.01165446453,5.669753339,0.0185885299,25.78177665,0.01808970608,-10.85288312,0.01261140592,320.4067446,0.01781978086,-5.318742441,0.01345143188,5.719339264,0.02113214508,23.1712671,0.02227450162,-9.9160917,0.01544812229,-20.10351563,0.161924243,-22.33489609,0.2227608711,1.1344645023345947,1.5291595458984375,1.094224452972412,1.174630045890808,1.4890309572219849,1.5692914724349976,5966.07421875,6246.74560546875,4.076600074768066,3.8224000930786133,-0.48350000381469727,-0.13089999556541443,2.6636240482330322,0.040202796459198,0.04013025760650635,0.056804070441336015
Mage,Star330b,6827651373773901568,Star329a,6827651171911478272,-1.41153,0.0079,321.5291963,0.01303076558,-23.41674657,0.009461610578,18.97409817,0.01548097841,119.0141129,0.0154034039,-115.2391578,0.01319939736,321.5299642,0.0140354177,-23.41889802,0.009986895137,18.97994744,0.01614797302,114.0464841,0.01701953076,-113.0893249,0.01447940804,-26.7892704,0.1931711882,,,0.7999040484428406,0.8051963448524475,0.7598445415496826,0.8407028913497925,0.7651963233947754,0.8451963663101196,5125.04248046875,5018.29345703125,4.520400047302246,4.510300159454346,-0.1469999998807907,-0.04969999939203262,1.605100393295288,0.04042917490005493,0.04000002145767212,0.056872839736674494
Mage,Star34-B,6224633983987511552,Star33-A,6224633983987510528,-0.75326,0.00273,225.8999994,0.02807771787,-27.84161401,0.03062130883,19.41312707,0.02926806547,159.0100011,0.03487878665,-139.1325609,0.03747321665,225.8984769,0.0268311929,-27.84315548,0.02887194045,19.43252884,0.02650577389,156.227442,0.0350195393,-133.7669656,0.03767659143,-15.69892025,0.1773620248,-16.36851883,0.1946819872,0.9779052734375,0.9820525646209717,0.9378886818885803,1.0179251432418823,0.9420424699783325,1.022063136100769,5725.50048828125,5726.29248046875,4.39109992980957,4.401299953460693,-0.5715000033378601,-0.5040000081062317,1.9599578380584717,0.040018230676651,0.04001033306121826,0.056588740383218164
Mage,Star338b,6570796871887419648,Star337a,6570797524722448896,0.15362,0.00392,330.3571935,0.009181078523,-44.27193882,0.008551798761,12.77820775,0.01337678265,-72.17681479,0.01011887565,-17.72488031,0.01109609753,330.3457146,0.01038669702,-44.28330869,0.009853235446,12.80895258,0.01597881876,-71.95599984,0.01205843221,-18.23991142,0.01289668307,18.89666176,0.1573712528,19.15603828,0.1461579055,,,,,,,5375.46240234375,5065.7666015625,4.3709001541137695,4.492499828338623,0.4108000099658966,0.4269999861717224,,,,
Mage,Star34b,4666907516760096512,Star33a,4666907551119833984,-0.15404,0.00604,225.8999994,0.02807771787,-27.84161401,0.03062130883,19.41312707,0.02926806547,159.0100011,0.03487878665,-139.1325609,0.03747321665,225.8984769,0.0268311929,-27.84315548,0.02887194045,19.43252884,0.02650577389,156.227442,0.0350195393,-133.7669656,0.03767659143,-15.69892025,0.1773620248,-16.36851883,0.1946819872,1.079469919204712,1.0784343481063843,1.0394666194915771,1.119472622871399,1.038432240486145,1.118442177772522,5930.529296875,5803.111328125,4.055600166320801,4.003499984741211,-0.4352000057697296,-0.1923999935388565,2.157904267311096,0.04000300168991089,0.04000496864318848,0.056574178388603284
Mage,Star342b,2630545461664620288,Star341a,2731708498584058368,-3.7418,0.03295,348.6552116,0.0136397006,-8.078623404,0.01142707281,20.58502816,0.01507546101,130.5376853,0.01800186187,2.885074101,0.01389489602,341.119014,0.02493339032,13.68662426,0.02460479178,23.16750888,0.02716913074,133.3593759,0.03691217303,36.71293729,0.02949020825,-16.21904945,0.2161690295,-18.95726013,0.1219430268,0.8051109910011292,0.8565297722816467,0.765110969543457,0.8808881044387817,0.8165078163146973,0.8965550661087036,5067.89990234375,5414.1767578125,4.5157999992370605,4.414000034332275,0.01979999989271164,0.0908999964594841,1.6616407632827759,0.057888567447662354,0.040023624897003174,0.07037738835051047
Mage,Star344b,2611083178139983744,Star343a,2398083032532932480,1.78239,0.01155,341.8615692,0.01932873391,-7.434989689,0.01731189527,9.9169413,0.02105542272,55.56266522,0.0241536852,-0.9115162706,0.01797517017,343.3490656,0.01718121953,-20.06919558,0.01464005932,10.20338945,0.01746643893,57.7708452,0.02233978547,1.532170737,0.01635179855,7.019859791,0.2492631078,6.504952431,0.3204274178,1.1346473693847656,1.0517102479934692,1.094640851020813,1.1746621131896973,1.01164710521698,1.0918878316879272,6145.099609375,5902.03857421875,4.273200035095215,4.358399868011475,-0.2741999924182892,-0.22349999845027924,2.186357617378235,0.04001063108444214,0.04012036323547363,0.056661222594660554
Mage,Star346b,2713872019095313536,Star345a,2713861882972485504,0.39881,0.02113,345.8772073,0.01599579863,8.806732516,0.01161968987,10.69381911,0.01600622199,23.10968775,0.02387663536,-24.36140663,0.0153518077,345.8042632,0.01536562387,8.661070815,0.01234487351,10.58645475,0.01702723466,22.69029834,0.01806222461,-22.815794,0.01443811879,19.31467247,0.1627145559,18.90114021,0.4488507807,1.1658506393432617,1.0877628326416016,1.1258455514907837,1.2058587074279785,1.0477560758590698,1.1277859210968018,6181.02099609375,6045.2734375,4.160999774932861,4.220200061798096,-0.4781000018119812,-0.4002000093460083,2.2536134719848633,0.04000657796859741,0.04001492261886597,0.05658374601377409
Mage,Star36-B,6004256802548180736,Star35-A,6004256909931771136,-0.59009,0.00148,228.4934553,0.0162559133,-41.46412941,0.01618244499,23.18870983,0.02082048357,-253.3668514,0.02164487727,-252.8073536,0.02206784114,228.4941375,0.02086968906,-41.45946029,0.01958175935,23.19125506,0.02855921909,-255.6878076,0.02860033512,-251.5201286,0.02860383503,-45.16860199,0.1313462704,-45.78371429,0.161920011,0.851801335811615,0.8446831107139587,0.8118013143539429,0.8918013572692871,0.8046830892562866,0.8846831321716309,5381.51513671875,5240.0341796875,4.418700218200684,4.470200061798096,0.11490000039339066,-0.010999999940395355,1.6964844465255737,0.04000002145767212,0.04000002145767212,0.05656857284065473
Mage,Star352b,2714025229168797696,Star351a,2815476857825953408,-3.21406,0.01752,347.686214,0.0146484673,8.938699178,0.01252010744,8.564796092,0.01641960815,23.16594104,0.02115720138,-19.85821069,0.01547266822,347.7244738,0.01505349763,14.17144336,0.01140557416,10.59357686,0.01719019189,28.96024326,0.01761990786,-22.69865833,0.01328507531,-5.786352158,0.1785848588,-7.885551929,0.2201331109,1.1356463432312012,0.9537819623947144,1.095574140548706,1.1758136749267578,0.913762629032135,0.993803083896637,6098.111328125,5697.79443359375,4.213699817657471,4.285299777984619,-0.11890000104904175,-0.1289999932050705,2.0894283056259155,0.04011976718902588,0.04002022743225098,0.05666757735275729
Mage,Star_356b,2638615189818036608,Star355a,2638615189818036736,-1.00685,0.00595,349.1483481,0.02296607569,-1.58516148,0.01571336202,18.27449412,0.02272405103,168.1336784,0.0269960463,23.16193478,0.01725433953,349.1475615,0.02412671782,-1.586428939,0.0191704575,18.27122773,0.02573195472,165.3931686,0.03121953458,20.76121466,0.02176830545,-11.04538345,0.186490342,-11.93813992,0.1300878823,,0.9908128976821899,,,0.9508103132247925,1.0308154821395874,,5795.5087890625,,4.266300201416016,,-0.15929999947547913,,,0.04000258445739746,
Mage,Star_358b,2630937059602783616,Star357a,2630906926112239616,0.08245,0.00643,350.6034023,0.01880265586,-6.802494624,0.01844110154,12.94142259,0.02756058238,-121.6258041,0.0213499926,-114.3818111,0.0200717207,350.6028864,0.01623856463,-6.973490985,0.01390208676,12.89451956,0.01877498627,-119.9064413,0.0220602192,-113.5722862,0.01708912477,-15.14930058,0.1968421042,-14.25399971,0.4186050594,1.0731983184814453,0.9384784698486328,1.033192753791809,1.1132041215896606,0.8983486890792847,0.9825926423072815,5994.169921875,5645.41796875,4.259799957275391,4.383800029754639,-0.11299999803304672,0.039799999445676804,2.011676788330078,0.04000568389892578,0.04212197661399841,0.05809230291605764
Mage,Star360b,2366265678581766272,Star359a,2632792584258400640,-7.31352,0.01152,4.12550011,0.01832384989,-18.25461161,0.01184473746,15.20865843,0.02135470882,99.03220817,0.01943357848,-42.91862038,0.01455492433,351.7907564,0.01435868256,-5.59213965,0.01566320285,14.64133605,0.01903741993,87.64983346,0.01807965338,-42.13779386,0.01708392613,,,,,0.9802071452140808,0.8923117518424988,0.9399351477622986,1.0217809677124023,0.8520723581314087,0.9329609870910645,5596.0908203125,5326.20361328125,4.503399848937988,4.49459981918335,-0.01209999993443489,-0.09070000052452087,1.8725188970565796,0.04092290997505188,0.04044431447982788,0.05753631144389963
Mage,Star364b,2388618372016602368,Star363a,2388618372016602240,0.44553,0.00747,354.2610436,0.01365069766,-21.67477023,0.01282847859,10.5291078,0.01670476981,35.41280144,0.01886055805,27.71309764,0.01389010902,354.261256,0.01502572745,-21.67563902,0.01355352625,10.51227702,0.01771737635,35.78952515,0.02190548182,27.9474704,0.01475334819,17.08567047,0.3322001398,,,,1.0107945203781128,,,0.9707374572753906,1.0511448383331299,,5818.08154296875,,4.35290002822876,,-0.18289999663829803,,,0.04020369052886963,
Mage,Star368b,6527965258988306304,Star367a,2328250334633289856,-10.13966,0.00694,347.967441,0.0078906212,-45.13670286,0.01791121811,20.93192209,0.01831881888,87.53480281,0.00952454377,-93.67788827,0.01819973439,357.2108824,0.01538247429,-28.12148552,0.01632298902,22.68209291,0.01794389449,96.5888558,0.01828096807,-105.2736791,0.02077153139,,,,,,0.8531618118286133,,,0.8102207183837891,0.8966779112815857,,5192.10498046875,,4.531799793243408,,-0.04190000146627426,,,0.043228596448898315,
Mage,Star38-B,5877155289930029184,Star37-A,5877155289930033024,0.0787,0.01244,228.6497777,0.01098346524,-58.02469841,0.01205606479,7.014504849,0.01566550136,-91.67959482,0.01510939561,-27.39288297,0.01776707917,228.6473681,0.01130122505,-58.01837371,0.01200035959,7.029951733,0.01578252017,-91.28868991,0.01548501011,-28.28298603,0.01697160862,,,,,1.0174044370651245,1.0480769872665405,0.9770453572273254,1.0581406354904175,1.0080010890960693,1.0881860256195068,5698.689453125,5703.77197265625,4.182400226593018,4.144199848175049,-0.28459998965263367,-0.3188000023365021,2.065481424331665,0.04054763913154602,0.04009246826171875,0.05702207511533588
Mage,Star40-B,5798991008295120896,Star39-A,5798991008295109120,-0.27857,0.01489,229.1698149,0.008671887219,-70.22395182,0.009826905094,6.065937618,0.01278652344,-13.12180795,0.009792958386,-48.55006947,0.01225601602,229.1899414,0.009436842054,-70.22864658,0.01082275901,6.124047555,0.01380487904,-12.16189411,0.01048475876,-47.54134522,0.01294296887,3.751072645,0.2451844513,3.582826853,0.2644348443,0.9347518086433411,0.9243438243865967,0.8943803906440735,0.9750798344612122,0.8843438029289246,0.9643438458442688,5568.41796875,5562.0205078125,4.269999980926514,4.204899787902832,0.07530000060796738,0.09989999979734421,1.8590956330299377,0.040349721908569336,0.04000002145767212,0.05681638649820235
Mage,Star402-B,3616756294553180288,Star401-A,3616756294553180160,1.229,0.01375,204.3990472,0.01604090631,-10.80401522,0.01222978346,15.54713311,0.02022401989,91.28708016,0.020700261,-152.1309196,0.01395333651,204.4003473,0.01379667874,-10.80415307,0.0101759648,15.55270246,0.01617941074,90.67934332,0.01870446838,-148.2829277,0.01116647199,-56.86723709,0.3573166132,-55.20549774,0.2116440833,0.892818033695221,0.9556974768638611,0.8527981042861938,0.932834267616272,0.9156860113143921,0.9957112073898315,5269.880859375,5554.0078125,4.511899948120117,4.454400062561035,-0.48750001192092896,-0.6189000010490417,1.848515510559082,0.04001808166503906,0.04001259803771973,0.05659023645363101
